role,partner,sheet,side,date,kind,lp,truck,inv,debit,credit,effect,sp,tdate,lines
supplier,VITALAC INTERNATIONAL  LIMITED,VITALAC,ap,2026-08-06,loading,,KBB 038G,,0.0,1995000.0,1995000.0,1995000.0,2026-08-06,"[{""grade"": ""AGO"", ""qty"": 10000.0, ""price"": 199.5}]"
supplier,VITALAC INTERNATIONAL  LIMITED,VITALAC,ap,2026-08-06,loading,,KAV 369B,,0.0,2000000.0,2000000.0,2000000.0,2026-08-06,"[{""grade"": ""PMS"", ""qty"": 6000.0, ""price"": 200.0}, {""grade"": ""AGO"", ""qty"": 4000.0, ""price"": 200.0}]"
supplier,VITALAC INTERNATIONAL  LIMITED,VITALAC,ap,2026-08-06,loading,,KBE 245Y,,0.0,2000000.0,2000000.0,2000000.0,2026-08-06,"[{""grade"": ""PMS"", ""qty"": 10000.0, ""price"": 200.0}]"
customer,ARABIYA,ARABIYA,ar,2026-08-07,payment,PAYMENT,ABSA,,0.0,241859.0,-241859.0,0.0,2026-08-07,[]
customer,ARABIYA,ARABIYA,ar,2026-08-07,payment,PAYMENT,ABSA,,0.0,400715.0,-400715.0,0.0,2026-08-07,[]
customer,ARABIYA,ARABIYA,ar,2026-08-07,loading,,KAV 369B,,2023000.0,0.0,2023000.0,2023000.0,2026-08-07,"[{""grade"": ""PMS"", ""qty"": 6000.0, ""price"": 201.5}, {""grade"": ""AGO"", ""qty"": 4000.0, ""price"": 203.5}]"
customer,BOLD,BOLD,ar,2026-08-07,payment,PAYMENT,PETRONET,,0.0,10000000.0,-10000000.0,0.0,2026-08-07,[]
customer,BOLD,BOLD,ar,2026-08-07,payment,PAYMENT,MOHAMED SALEH,,0.0,550000.0,-550000.0,0.0,2026-08-07,[]
customer,BOLD,BOLD,ar,2026-08-07,payment,PAYMENT,AL RAIDY STORES,,0.0,665000.0,-665000.0,0.0,2026-08-07,[]
customer,BOLD,BOLD,ar,2026-08-07,payment,PAYMENT,PESALINK TRANSFER,,0.0,847000.0,-847000.0,0.0,2026-08-07,[]
customer,BOLD,BOLD,ar,2026-08-07,loading,,KBZ 984F,,2803200.0,0.0,2803200.0,2803200.0,2026-08-07,"[{""grade"": ""PMS"", ""qty"": 13000.0, ""price"": 200.3}, {""grade"": ""AGO"", ""qty"": 1000.0, ""price"": 199.3}]"
customer,BOLD,BOLD,ar,2026-08-07,loading,,KDC 920Y,,1983000.0,0.0,1983000.0,1983000.0,2026-08-07,"[{""grade"": ""AGO"", ""qty"": 10000.0, ""price"": 198.3}]"
customer,BOLD,BOLD,ar,2026-08-07,loading,,KBK 308Q,,2776200.0,0.0,2776200.0,2776200.0,2026-08-07,"[{""grade"": ""AGO"", ""qty"": 14000.0, ""price"": 198.3}]"
customer,BOLD,BOLD,ar,2026-08-07,loading,,KAR 032Y,,2033000.0,0.0,2033000.0,2033000.0,2026-08-07,"[{""grade"": ""PMS"", ""qty"": 10000.0, ""price"": 203.3}]"
customer,BOLD,BOLD,ar,2026-08-07,loading,,KDT 943V,,1423100.0,0.0,1423100.0,1423100.0,2026-08-07,"[{""grade"": ""PMS"", ""qty"": 7000.0, ""price"": 203.3}]"
customer,BOLD,BOLD,ar,2026-08-07,loading,,KCL 098L,,2033000.0,0.0,2033000.0,2033000.0,2026-08-07,"[{""grade"": ""PMS"", ""qty"": 10000.0, ""price"": 203.3}]"
customer,BOLD,BOLD,ar,2026-08-07,loading,,KBY 554Z,,2033000.0,0.0,2033000.0,2033000.0,2026-08-07,"[{""grade"": ""PMS"", ""qty"": 10000.0, ""price"": 203.3}]"
customer,BOLD,BOLD,ar,2026-08-07,loading,,KDM 130W,,2033000.0,0.0,2033000.0,2033000.0,2026-08-07,"[{""grade"": ""PMS"", ""qty"": 10000.0, ""price"": 203.3}]"
customer,BOLD,BOLD,ar,2026-08-07,loading,,KBL 473S,,2033000.0,0.0,2033000.0,2033000.0,2026-08-07,"[{""grade"": ""PMS"", ""qty"": 10000.0, ""price"": 203.3}]"
customer,BOLD,BOLD,ar,2026-08-07,loading,,KDE 775B,,2033000.0,0.0,2033000.0,2033000.0,2026-08-07,"[{""grade"": ""PMS"", ""qty"": 10000.0, ""price"": 203.3}]"
customer,DARRUSALAAM,DARRUSALAAM,ar,2026-08-07,loading,,KCA 340H,,7529500.0,0.0,7529500.0,7529500.0,2026-08-07,"[{""grade"": ""PMS"", ""qty"": 37000.0, ""price"": 203.5}]"
customer,KUSOW,KUSOW,ar,2026-08-07,payment,PAYMENT,PREMIER,,0.0,150000.0,-150000.0,0.0,2026-08-07,[]
customer,KUSOW,KUSOW,ar,2026-08-07,payment,PAYMENT,PREMIER,,0.0,152615.0,-152615.0,0.0,2026-08-07,[]
customer,KUSOW,KUSOW,ar,2026-08-07,payment,PAYMENT,PREMIER,,0.0,92885.0,-92885.0,0.0,2026-08-07,[]
customer,KUSOW,KUSOW,ar,2026-08-07,payment,PAYMENT,PREMIER,,0.0,76781.0,-76781.0,0.0,2026-08-07,[]
customer,KUSOW,KUSOW,ar,2026-08-07,payment,PAYMENT,PREMIER,,0.0,196807.0,-196807.0,0.0,2026-08-07,[]
customer,LANDMARK,LANDMARK,ar,2026-08-07,payment,PAYMENT,EQUITY,,0.0,35000.0,-35000.0,0.0,2026-08-07,[]
customer,LANDMARK,LANDMARK,ar,2026-08-07,loading,,KCC 166U,,2015000.0,0.0,2015000.0,2015000.0,2026-08-07,"[{""grade"": ""PMS"", ""qty"": 10000.0, ""price"": 201.5}]"
customer,MALUINI,MALUINI,ar,2026-08-07,payment,PAYMENT,ABSA,,0.0,2010000.0,-2010000.0,0.0,2026-08-07,[]
customer,MALUINI,MALUINI,ar,2026-08-07,loading,,KDU 024V,5025-1076,2010000.0,0.0,2010000.0,2010000.0,2026-08-07,"[{""grade"": ""AGO"", ""qty"": 10000.0, ""price"": 201.0}]"
customer,MAQBUL,MAQBUL,ar,2026-08-07,payment,PAYMENT,ABSA,,0.0,660000.0,-660000.0,0.0,2026-08-07,[]
customer,MAQBUL,MAQBUL,ar,2026-08-07,loading,,KDD 231R,5025-1077,1990000.0,0.0,1990000.0,1990000.0,2026-08-07,"[{""grade"": ""AGO"", ""qty"": 10000.0, ""price"": 199.0}]"
customer,MAQBUL,MAQBUL,ar,2026-08-07,loading,,KBK 308Q,5025-1078,403000.0,0.0,403000.0,403000.0,2026-08-07,"[{""grade"": ""AGO"", ""qty"": 2000.0, ""price"": 201.5}]"
customer,MAQBUL,MAQBUL,ar,2026-08-07,loading,,KDT 943V,5025-1079,613500.0,0.0,613500.0,613500.0,2026-08-07,"[{""grade"": ""PMS"", ""qty"": 3000.0, ""price"": 204.5}]"
customer,MOHAMED,MOHAMED,ar,2026-08-07,payment,PAYMENT,ABSA,,0.0,500000.0,-500000.0,0.0,2026-08-07,[]
customer,MWAMU,MWAMU,ar,2026-08-07,payment,PAYMENT,ABSA,,0.0,26850.0,-26850.0,0.0,2026-08-07,[]
customer,PETROL KIM,PETROL KIM,ar,2026-08-07,payment,PAYMENT,KCB,,0.0,4000000.0,-4000000.0,0.0,2026-08-07,[]
customer,QUBAA,QUBAA,ar,2026-08-07,payment,PAYMENT,GULF,,0.0,2009000.0,-2009000.0,0.0,2026-08-07,[]
customer,QUBAA,QUBAA,ar,2026-08-07,loading,,KAU 439D,,2012000.0,0.0,2012000.0,2012000.0,2026-08-07,"[{""grade"": ""PMS"", ""qty"": 3000.0, ""price"": 203.3}, {""grade"": ""AGO"", ""qty"": 7000.0, ""price"": 200.3}]"
customer,RAMCO,RAMCO,ar,2026-08-07,payment,PAYMENT,EQUITY,,0.0,300000.0,-300000.0,0.0,2026-08-07,[]
customer,RAMCO,RAMCO,ar,2026-08-07,payment,PAYMENT,EQUITY,,0.0,1500000.0,-1500000.0,0.0,2026-08-07,[]
customer,RAMCO,RAMCO,ar,2026-08-07,loading,,KBF 696N,,2032500.0,0.0,2032500.0,2032500.0,2026-08-07,"[{""grade"": ""PMS"", ""qty"": 7000.0, ""price"": 204.0}, {""grade"": ""AGO"", ""qty"": 3000.0, ""price"": 201.5}]"
customer,SAKATII,SAKATII,ar,2026-08-07,payment,PAYMENT,KCB,,0.0,122000.0,-122000.0,0.0,2026-08-07,[]
customer,SAYUSA,SAYUSA,ar,2026-08-07,loading,,KBF 520W,,2020000.0,0.0,2020000.0,2020000.0,2026-08-07,"[{""grade"": ""AGO"", ""qty"": 10000.0, ""price"": 202.0}]"
customer,TRANSGLIDE,TRANSGLIDE,ar,2026-08-07,loading,,KDG 103L,,1007500.0,0.0,1007500.0,1007500.0,2026-08-07,"[{""grade"": ""AGO"", ""qty"": 5000.0, ""price"": 201.5}]"
customer,WAFI,WAFI,ar,2026-08-07,loading,,KCF 657F,,2035000.0,0.0,2035000.0,2035000.0,2026-08-07,"[{""grade"": ""PMS"", ""qty"": 10000.0, ""price"": 203.5}]"
supplier,OLA ENERGIES KENYA LTD,OLA,ap,2026-08-07,payment,PAYMENT,ABSA,,1971000.0,0.0,-1971000.0,0.0,2026-08-07,[]
supplier,OLA ENERGIES KENYA LTD,OLA,ap,2026-08-07,loading,,KDD 231R,,0.0,1970000.0,1970000.0,1970000.0,2026-08-07,"[{""grade"": ""AGO"", ""qty"": 10000.0, ""price"": 197.0}]"
supplier,PIN OIL,PIN,ap,2026-08-07,loading,,KCC 166U,,0.0,1995000.0,1995000.0,1995000.0,2026-08-07,"[{""grade"": ""PMS"", ""qty"": 10000.0, ""price"": 199.5}]"
supplier,PIN OIL,PIN,ap,2026-08-07,loading,,KBZ 984F,,0.0,2791500.0,2791500.0,2791500.0,2026-08-07,"[{""grade"": ""PMS"", ""qty"": 13000.0, ""price"": 199.5}, {""grade"": ""AGO"", ""qty"": 1000.0, ""price"": 198.0}]"
supplier,PREMIUM ENERGY LIMITED,PREMIUM,ap,2026-08-07,payment,PAYMENT,ABSA,,0.0,3168000.0,3168000.0,0.0,2026-08-07,[]
supplier,PREMIUM ENERGY LIMITED,PREMIUM,ap,2026-08-07,loading,,KAR 032Y,,1980000.0,0.0,-1980000.0,1980000.0,2026-08-07,"[{""grade"": ""AGO"", ""qty"": 10000.0, ""price"": 198.0}]"
supplier,PREMIUM ENERGY LIMITED,PREMIUM,ap,2026-08-07,loading,,KBK 308Q,,3168000.0,0.0,-3168000.0,3168000.0,2026-08-07,"[{""grade"": ""AGO"", ""qty"": 16000.0, ""price"": 198.0}]"
supplier,VITALAC INTERNATIONAL  LIMITED,VITALAC,ap,2026-08-07,payment,PAYMENT,GULF,,2700000.0,0.0,-2700000.0,0.0,2026-08-07,[]
supplier,VITALAC INTERNATIONAL  LIMITED,VITALAC,ap,2026-08-07,payment,PAYMENT,KCB,,4422000.0,0.0,-4422000.0,0.0,2026-08-07,[]
supplier,VITALAC INTERNATIONAL  LIMITED,VITALAC,ap,2026-08-07,payment,PAYMENT,EQUITY,,1984000.0,0.0,-1984000.0,0.0,2026-08-07,[]
supplier,VITALAC INTERNATIONAL  LIMITED,VITALAC,ap,2026-08-07,payment,PAYMENT,EQUITY,,1800000.0,0.0,-1800000.0,0.0,2026-08-07,[]
supplier,VITALAC INTERNATIONAL  LIMITED,VITALAC,ap,2026-08-07,payment,PAYMENT,ABSA,,1580000.0,0.0,-1580000.0,0.0,2026-08-07,[]
supplier,VITALAC INTERNATIONAL  LIMITED,VITALAC,ap,2026-08-07,payment,PAYMENT,ABSA,,6635000.0,0.0,-6635000.0,0.0,2026-08-07,[]
supplier,VITALAC INTERNATIONAL  LIMITED,VITALAC,ap,2026-08-07,loading,,KDC 920Y,,0.0,2000000.0,2000000.0,2000000.0,2026-08-07,"[{""grade"": ""PMS"", ""qty"": 10000.0, ""price"": 200.0}]"
supplier,VITALAC INTERNATIONAL  LIMITED,VITALAC,ap,2026-08-07,loading,,KDT 943V,,0.0,2000000.0,2000000.0,2000000.0,2026-08-07,"[{""grade"": ""PMS"", ""qty"": 10000.0, ""price"": 200.0}]"
supplier,VITALAC INTERNATIONAL  LIMITED,VITALAC,ap,2026-08-07,loading,,KCL 098L,,0.0,2030000.0,2030000.0,2030000.0,2026-08-07,"[{""grade"": ""PMS"", ""qty"": 10000.0, ""price"": 203.0}]"
supplier,VITALAC INTERNATIONAL  LIMITED,VITALAC,ap,2026-08-07,loading,,KBY 554Z,,0.0,2030000.0,2030000.0,2030000.0,2026-08-07,"[{""grade"": ""PMS"", ""qty"": 10000.0, ""price"": 203.0}]"
supplier,VITALAC INTERNATIONAL  LIMITED,VITALAC,ap,2026-08-07,loading,,KCF 657F,,0.0,2030000.0,2030000.0,2030000.0,2026-08-07,"[{""grade"": ""PMS"", ""qty"": 10000.0, ""price"": 203.0}]"
supplier,VITALAC INTERNATIONAL  LIMITED,VITALAC,ap,2026-08-07,loading,,KDG 103L,,0.0,997500.0,997500.0,997500.0,2026-08-07,"[{""grade"": ""AGO"", ""qty"": 5000.0, ""price"": 199.5}]"
supplier,VITALAC INTERNATIONAL  LIMITED,VITALAC,ap,2026-08-07,loading,,KDG 103L,,0.0,997500.0,997500.0,997500.0,2026-08-07,"[{""grade"": ""AGO"", ""qty"": 5000.0, ""price"": 199.5}]"
supplier,VITALAC INTERNATIONAL  LIMITED,VITALAC,ap,2026-08-07,loading,,KBF 520W,,0.0,1995000.0,1995000.0,1995000.0,2026-08-07,"[{""grade"": ""AGO"", ""qty"": 10000.0, ""price"": 199.5}]"
supplier,VITALAC INTERNATIONAL  LIMITED,VITALAC,ap,2026-08-07,loading,,KDM 130W,,0.0,2030000.0,2030000.0,2030000.0,2026-08-07,"[{""grade"": ""PMS"", ""qty"": 10000.0, ""price"": 203.0}]"
supplier,VITALAC INTERNATIONAL  LIMITED,VITALAC,ap,2026-08-07,loading,,KBL 473S,,0.0,2030000.0,2030000.0,2030000.0,2026-08-07,"[{""grade"": ""PMS"", ""qty"": 10000.0, ""price"": 203.0}]"
supplier,VITALAC INTERNATIONAL  LIMITED,VITALAC,ap,2026-08-07,loading,,KDE 775B,,0.0,2030000.0,2030000.0,2030000.0,2026-08-07,"[{""grade"": ""PMS"", ""qty"": 10000.0, ""price"": 203.0}]"
supplier,VITALAC INTERNATIONAL  LIMITED,VITALAC,ap,2026-08-07,loading,,KDU 024V,,0.0,1995000.0,1995000.0,1995000.0,2026-08-07,"[{""grade"": ""AGO"", ""qty"": 10000.0, ""price"": 199.5}]"
supplier,VITALAC INTERNATIONAL  LIMITED,VITALAC,ap,2026-08-07,loading,,KCA 340H,,0.0,7511000.0,7511000.0,7511000.0,2026-08-07,"[{""grade"": ""PMS"", ""qty"": 37000.0, ""price"": 203.0}]"
supplier,VITALAC INTERNATIONAL  LIMITED,VITALAC,ap,2026-08-07,loading,,KAU 439D,,0.0,2005500.0,2005500.0,2005500.0,2026-08-07,"[{""grade"": ""PMS"", ""qty"": 3000.0, ""price"": 203.0}, {""grade"": ""AGO"", ""qty"": 7000.0, ""price"": 199.5}]"
supplier,VITALAC INTERNATIONAL  LIMITED,VITALAC,ap,2026-08-07,loading,,KBF 696N,,0.0,2019500.0,2019500.0,2019500.0,2026-08-07,"[{""grade"": ""PMS"", ""qty"": 7000.0, ""price"": 203.0}, {""grade"": ""AGO"", ""qty"": 3000.0, ""price"": 199.5}]"
customer,BOLD,BOLD,ar,2026-08-08,payment,PAYMENT,PETRONET,,0.0,4240000.0,-4240000.0,0.0,2026-08-08,[]
customer,BOLD,BOLD,ar,2026-08-08,payment,PAYMENT,ABDALLA MOHAMED KOMBO,,0.0,200000.0,-200000.0,0.0,2026-08-08,[]
customer,BOLD,BOLD,ar,2026-08-08,payment,PAYMENT,ABDALLA MOHAMED KOMBO,,0.0,60000.0,-60000.0,0.0,2026-08-08,[]
customer,GULNAZ,GULNAZ,ar,2026-08-08,payment,PAYMENT,KCB,,0.0,540900.0,-540900.0,0.0,2026-08-08,[]
customer,KUSOW,KUSOW,ar,2026-08-08,payment,PAYMENT,PREMIER,,0.0,109545.0,-109545.0,0.0,2026-08-08,[]
customer,KUSOW,KUSOW,ar,2026-08-08,payment,PAYMENT,KCB,,0.0,50000.0,-50000.0,0.0,2026-08-08,[]
customer,MAQBUL,MAQBUL,ar,2026-08-08,payment,PAYMENT,ABSA,,0.0,660000.0,-660000.0,0.0,2026-08-08,[]
customer,OREY,OREY,ar,2026-08-08,payment,PAYMENT,EQUITY,,0.0,7146000.0,-7146000.0,0.0,2026-08-08,[]
customer,PETROL KIM,PETROL KIM,ar,2026-08-08,payment,PAYMENT,KCB,,0.0,2000000.0,-2000000.0,0.0,2026-08-08,[]
customer,SAKATII,SAKATII,ar,2026-08-08,payment,PAYMENT,KCB,,0.0,130000.0,-130000.0,0.0,2026-08-08,[]
customer,UPSALA,UPSALA,ar,2026-08-08,payment,PAYMENT,KCB,,0.0,125300.0,-125300.0,0.0,2026-08-08,[]
customer,UPSALA,UPSALA,ar,2026-08-08,payment,PAYMENT,KCB,,0.0,171000.0,-171000.0,0.0,2026-08-08,[]
supplier,VITALAC INTERNATIONAL  LIMITED,VITALAC,ap,2026-08-08,payment,PAYMENT,ABSA,,5427000.0,0.0,-5427000.0,0.0,2026-08-08,[]
supplier,VITALAC INTERNATIONAL  LIMITED,VITALAC,ap,2026-08-08,payment,PAYMENT,EQUITY,,7145000.0,0.0,-7145000.0,0.0,2026-08-08,[]
supplier,VITALAC INTERNATIONAL  LIMITED,VITALAC,ap,2026-08-08,payment,PAYMENT,KCB,,2593000.0,0.0,-2593000.0,0.0,2026-08-08,[]
customer,MWAMU,MWAMU,ar,2026-08-09,payment,PAYMENT,ABSA,,0.0,56500.0,-56500.0,0.0,2026-08-09,[]
customer,SAKATII,SAKATII,ar,2026-08-09,payment,PAYMENT,KCB,,0.0,147000.0,-147000.0,0.0,2026-08-09,[]
customer,SHAMEEL,SHAMEEL,ar,2026-08-09,payment,PAYMENT,ABSA,,0.0,85850.0,-85850.0,0.0,2026-08-09,[]
customer,SHAMEEL,SHAMEEL,ar,2026-08-09,payment,PAYMENT,ABSA,,0.0,329500.0,-329500.0,0.0,2026-08-09,[]
customer,SHAMEEL,SHAMEEL,ar,2026-08-09,payment,PAYMENT,ABSA,,0.0,104650.0,-104650.0,0.0,2026-08-09,[]
customer,ARABIYA,ARABIYA,ar,2026-08-10,payment,PAYMENT,ABSA,,0.0,676000.0,-676000.0,0.0,2026-08-10,[]
customer,BOLD,BOLD,ar,2026-08-10,payment,PAYMENT,ABDALLA MOHAMED KOMBO,,0.0,128000.0,-128000.0,0.0,2026-08-10,[]
customer,BOLD,BOLD,ar,2026-08-10,payment,PAYMENT,SHAKIR MOHAMED ABDUL,,0.0,128000.0,-128000.0,0.0,2026-08-10,[]
customer,BOLD,BOLD,ar,2026-08-10,payment,PAYMENT,SHAKIR MOHAMED ABDUL,,0.0,100000.0,-100000.0,0.0,2026-08-10,[]
customer,BOLD,BOLD,ar,2026-08-10,payment,PAYMENT,PETRONET,,0.0,10000000.0,-10000000.0,0.0,2026-08-10,[]
customer,BOLD,BOLD,ar,2026-08-10,payment,PAYMENT,PETRONET,,0.0,10000000.0,-10000000.0,0.0,2026-08-10,[]
customer,BOLD,BOLD,ar,2026-08-10,payment,PAYMENT,FUND TRANSFER,,0.0,108000.0,-108000.0,0.0,2026-08-10,[]
customer,BOLD,BOLD,ar,2026-08-10,payment,PAYMENT,FUND TRANSFER,,0.0,90000.0,-90000.0,0.0,2026-08-10,[]
customer,BOLD,BOLD,ar,2026-08-10,loading,,KDY 835M,,3268800.0,0.0,3268800.0,3268800.0,2026-08-10,"[{""grade"": ""AGO"", ""qty"": 16000.0, ""price"": 204.3}]"
customer,BOLD,BOLD,ar,2026-08-10,loading,,KCG 292V,,2043000.0,0.0,2043000.0,2043000.0,2026-08-10,"[{""grade"": ""AGO"", ""qty"": 10000.0, ""price"": 204.3}]"
customer,BOLD,BOLD,ar,2026-08-10,loading,,KBG 498R,,1983000.0,0.0,1983000.0,1983000.0,2026-08-10,"[{""grade"": ""AGO"", ""qty"": 10000.0, ""price"": 198.3}]"
customer,BOLD,BOLD,ar,2026-08-10,loading,,KCL 098L,,2023000.0,0.0,2023000.0,2023000.0,2026-08-10,"[{""grade"": ""PMS"", ""qty"": 10000.0, ""price"": 202.3}]"
customer,BOLD,BOLD,ar,2026-08-10,loading,,KDD 231R,,2019000.0,0.0,2019000.0,2019000.0,2026-08-10,"[{""grade"": ""PMS"", ""qty"": 8000.0, ""price"": 202.3}, {""grade"": ""AGO"", ""qty"": 2000.0, ""price"": 200.3}]"
customer,BOLD,BOLD,ar,2026-08-10,loading,,KBZ 984F,,3439100.0,0.0,3439100.0,3439100.0,2026-08-10,"[{""grade"": ""PMS"", ""qty"": 17000.0, ""price"": 202.3}]"
customer,BOLD,BOLD,ar,2026-08-10,loading,,KAR 032Y,,2015000.0,0.0,2015000.0,2015000.0,2026-08-10,"[{""grade"": ""PMS"", ""qty"": 6000.0, ""price"": 202.3}, {""grade"": ""AGO"", ""qty"": 4000.0, ""price"": 200.3}]"
customer,BOLD,BOLD,ar,2026-08-10,loading,,KDC 920Y,,2023000.0,0.0,2023000.0,2023000.0,2026-08-10,"[{""grade"": ""PMS"", ""qty"": 10000.0, ""price"": 202.3}]"
customer,DARRUSALAAM,DARRUSALAAM,ar,2026-08-10,payment,PAYMENT,KCB,,0.0,2000000.0,-2000000.0,0.0,2026-08-10,[]
customer,ELYAAS,ELYAAS,ar,2026-08-10,loading,,KCC 166U,,2020000.0,0.0,2020000.0,2020000.0,2026-08-10,"[{""grade"": ""AGO"", ""qty"": 10000.0, ""price"": 202.0}]"
customer,HOKOLA,HOKOLA,ar,2026-08-10,payment,PAYMENT,KCB,,0.0,100000.0,-100000.0,0.0,2026-08-10,[]
customer,HOKOLA,HOKOLA,ar,2026-08-10,payment,PAYMENT,KCB,,0.0,100000.0,-100000.0,0.0,2026-08-10,[]
customer,HOKOLA,HOKOLA,ar,2026-08-10,payment,PAYMENT,KCB,,0.0,100000.0,-100000.0,0.0,2026-08-10,[]
customer,HOKOLA,HOKOLA,ar,2026-08-10,payment,PAYMENT,KCB,,0.0,35450.0,-35450.0,0.0,2026-08-10,[]
customer,KHADIJA,KHADIJA,ar,2026-08-10,payment,PAYMENT,EQUITY,,0.0,247500.0,-247500.0,0.0,2026-08-10,[]
customer,KUSOW,KUSOW,ar,2026-08-10,payment,PAYMENT,PREMIER,,0.0,323650.0,-323650.0,0.0,2026-08-10,[]
customer,KUSOW,KUSOW,ar,2026-08-10,payment,PAYMENT,PREMIER,,0.0,479689.0,-479689.0,0.0,2026-08-10,[]
customer,KUSOW,KUSOW,ar,2026-08-10,payment,PAYMENT,PREMIER,,0.0,227755.0,-227755.0,0.0,2026-08-10,[]
customer,KUSOW,KUSOW,ar,2026-08-10,payment,PAYMENT,PREMIER,,0.0,80430.0,-80430.0,0.0,2026-08-10,[]
customer,KUSOW,KUSOW,ar,2026-08-10,loading,,KBZ 743G,,2025500.0,0.0,2025500.0,2025500.0,2026-08-10,"[{""grade"": ""PMS"", ""qty"": 7000.0, ""price"": 203.0}, {""grade"": ""AGO"", ""qty"": 3000.0, ""price"": 201.5}]"
customer,MAOW,MAOW,ar,2026-08-10,payment,PAYMENT,ABSA,,0.0,91600.0,-91600.0,0.0,2026-08-10,[]
customer,MAOW,MAOW,ar,2026-08-10,loading,,KCB 934M,,2431600.0,0.0,2431600.0,2431600.0,2026-08-10,"[{""grade"": ""PMS"", ""qty"": 8000.0, ""price"": 203.3}, {""grade"": ""AGO"", ""qty"": 4000.0, ""price"": 201.3}]"
customer,MAQBUL,MAQBUL,ar,2026-08-10,payment,PAYMENT,ABSA,,0.0,660000.0,-660000.0,0.0,2026-08-10,[]
customer,MARZIQ,MARZIQ,ar,2026-08-10,payment,PAYMENT,KCB,,0.0,2450000.0,-2450000.0,0.0,2026-08-10,[]
customer,MARZIQ,MARZIQ,ar,2026-08-10,loading,,KAV 369B,,2015000.0,0.0,2015000.0,2015000.0,2026-08-10,"[{""grade"": ""AGO"", ""qty"": 10000.0, ""price"": 201.5}]"
customer,MWAMU,MWAMU,ar,2026-08-10,payment,PAYMENT,ABSA,,0.0,70000.0,-70000.0,0.0,2026-08-10,[]
customer,PETROL KIM,PETROL KIM,ar,2026-08-10,loading,,KCR 924W,,2043000.0,0.0,2043000.0,2043000.0,2026-08-10,"[{""grade"": ""PMS"", ""qty"": 10000.0, ""price"": 204.3}]"
customer,PETROL KIM,PETROL KIM,ar,2026-08-10,loading,,KBS 311L,,2043000.0,0.0,2043000.0,2043000.0,2026-08-10,"[{""grade"": ""PMS"", ""qty"": 10000.0, ""price"": 204.3}]"
customer,PETROL KIM,PETROL KIM,ar,2026-08-10,loading,,KBB 038G,,2013000.0,0.0,2013000.0,2013000.0,2026-08-10,"[{""grade"": ""AGO"", ""qty"": 10000.0, ""price"": 201.3}]"
customer,SAKATII,SAKATII,ar,2026-08-10,payment,PAYMENT,KCB,,0.0,122000.0,-122000.0,0.0,2026-08-10,[]
customer,SAYUSA,SAYUSA,ar,2026-08-10,payment,PAYMENT,ABSA,,0.0,1220000.0,-1220000.0,0.0,2026-08-10,[]
customer,WBP INVEST.,WBP INVEST.,ar,2026-08-10,loading,,KBF 471U,,3654000.0,0.0,3654000.0,3654000.0,2026-08-10,"[{""grade"": ""PMS"", ""qty"": 18000.0, ""price"": 203.0}]"
supplier,FOSSIL SUPPLIES  LIMITED,FOSSIL,ap,2026-08-10,payment,PAYMENT,ABSA,,0.0,366000.0,366000.0,0.0,2026-08-10,[]
supplier,FOSSIL SUPPLIES  LIMITED,FOSSIL,ap,2026-08-10,payment,PAYMENT,EQUITY,,0.0,864000.0,864000.0,0.0,2026-08-10,[]
supplier,FOSSIL SUPPLIES  LIMITED,FOSSIL,ap,2026-08-10,loading,,KCN 025A,,1230000.0,0.0,-1230000.0,1230000.0,2026-08-10,"[{""grade"": ""PMS"", ""qty"": 6000.0, ""price"": 205.0}]"
supplier,OIL HUB ENERGY LIIMITED,OIL HUB,ap,2026-08-10,loading,,KDY 835M,,3248000.0,0.0,-3248000.0,3248000.0,2026-08-10,"[{""grade"": ""AGO"", ""qty"": 16000.0, ""price"": 203.0}]"
supplier,OIL HUB ENERGY LIIMITED,OIL HUB,ap,2026-08-10,loading,,KCG 292V,,2030000.0,0.0,-2030000.0,2030000.0,2026-08-10,"[{""grade"": ""AGO"", ""qty"": 10000.0, ""price"": 203.0}]"
supplier,OIL HUB ENERGY LIIMITED,OIL HUB,ap,2026-08-10,loading,,KCC 166U,,1990000.0,0.0,-1990000.0,1990000.0,2026-08-10,"[{""grade"": ""AGO"", ""qty"": 10000.0, ""price"": 199.0}]"
supplier,OIL HUB ENERGY LIIMITED,OIL HUB,ap,2026-08-10,loading,,KBF 520W,,1990000.0,0.0,-1990000.0,1990000.0,2026-08-10,"[{""grade"": ""AGO"", ""qty"": 10000.0, ""price"": 199.0}]"
supplier,OLA ENERGIES KENYA LTD,OLA,ap,2026-08-10,payment,PAYMENT,ABSA,,1970000.0,0.0,-1970000.0,0.0,2026-08-10,[]
supplier,OLA ENERGIES KENYA LTD,OLA,ap,2026-08-10,loading,,KBG 498R,,0.0,1970000.0,1970000.0,1970000.0,2026-08-10,"[{""grade"": ""AGO"", ""qty"": 10000.0, ""price"": 197.0}]"
supplier,QUALITY PETROLEUM,QUALITY,ap,2026-08-10,payment,PAYMENT,KCB,,2000000.0,0.0,-2000000.0,0.0,2026-08-10,[]
supplier,VITALAC INTERNATIONAL  LIMITED,VITALAC,ap,2026-08-10,payment,PAYMENT,ABSA,,11888000.0,0.0,-11888000.0,0.0,2026-08-10,[]
supplier,VITALAC INTERNATIONAL  LIMITED,VITALAC,ap,2026-08-10,payment,PAYMENT,ABSA,,10000000.0,0.0,-10000000.0,0.0,2026-08-10,[]
